Gene stable ID	Chromosome/scaffold name	Transcription start site (TSS)	Gene name
ENSG00000007372	11	31811134	PAX6
ENSG00000007372	11	31811310	PAX6
ENSG00000007372	11	31811331	PAX6
ENSG00000007372	11	31811677	PAX6
ENSG00000007372	11	31817961	PAX6
ENSG00000007372	11	31810667	PAX6
ENSG00000007372	11	31811144	PAX6
ENSG00000007372	11	31810305	PAX6
ENSG00000007372	11	31818062	PAX6
ENSG00000007372	11	31812183	PAX6
ENSG00000007372	11	31812342	PAX6
ENSG00000007372	11	31817938	PAX6
ENSG00000007372	11	31806629	PAX6
ENSG00000224941	CHR_HSCHR6_MHC_MANN_CTG1	31203494	TCF19
ENSG00000224941	CHR_HSCHR6_MHC_MANN_CTG1	31203536	TCF19
ENSG00000137871	15	56682416	ZNF280D
ENSG00000137871	15	56734086	ZNF280D
ENSG00000137871	15	56733589	ZNF280D
ENSG00000137871	15	56707318	ZNF280D
ENSG00000137871	15	56733494	ZNF280D
ENSG00000076770	X	132439690	MBNL3
ENSG00000076770	X	132413575	MBNL3
ENSG00000076770	X	132489968	MBNL3
ENSG00000076770	X	132413608	MBNL3
ENSG00000100219	22	28800597	XBP1
ENSG00000100219	22	28800558	XBP1
ENSG00000100219	22	28800133	XBP1
ENSG00000100219	22	28800524	XBP1
ENSG00000100219	22	28800572	XBP1
ENSG00000185252	22	20394115	ZNF74
ENSG00000185252	22	20394128	ZNF74
ENSG00000185252	22	20394629	ZNF74
ENSG00000236104	6	33317735	ZBTB22
ENSG00000236104	6	33317942	ZBTB22
ENSG00000174306	20	41300078	ZHX3
ENSG00000174306	20	41317602	ZHX3
ENSG00000174306	20	41272258	ZHX3
ENSG00000174306	20	41300094	ZHX3
ENSG00000174306	20	41300126	ZHX3
ENSG00000126012	X	53225422	KDM5C
ENSG00000126012	X	53225176	KDM5C
ENSG00000174282	17	7479625	ZBTB4
ENSG00000174282	17	7484263	ZBTB4
ENSG00000189420	X	153418322	ZFP92
ENSG00000175387	18	47930559	SMAD2
ENSG00000175387	18	47931141	SMAD2
ENSG00000175387	18	47896811	SMAD2
ENSG00000175387	18	47930842	SMAD2
ENSG00000175387	18	47930599	SMAD2
ENSG00000175387	18	47930837	SMAD2
ENSG00000175387	18	47930362	SMAD2
ENSG00000175387	18	47930855	SMAD2
ENSG00000175387	18	47923642	SMAD2
ENSG00000175387	18	47931146	SMAD2
ENSG00000107807	10	101130505	TLX1
ENSG00000107807	10	101131304	TLX1
ENSG00000166529	7	100049774	ZSCAN21
ENSG00000166529	7	100049794	ZSCAN21
ENSG00000166529	7	100049799	ZSCAN21
ENSG00000114439	3	107522936	BBX
ENSG00000114439	3	107522976	BBX
ENSG00000114439	3	107523043	BBX
ENSG00000114439	3	107599313	BBX
ENSG00000204859	1	6580048	ZBTB48
ENSG00000101096	20	51542719	NFATC2
ENSG00000101096	20	51562831	NFATC2
ENSG00000101096	20	51562629	NFATC2
ENSG00000138136	10	101229794	LBX1
ENSG00000170365	4	145481194	SMAD1
ENSG00000170365	4	145481306	SMAD1
ENSG00000170365	4	145481698	SMAD1
ENSG00000170365	4	145481792	SMAD1
ENSG00000170365	4	145481871	SMAD1
ENSG00000170365	4	145482486	SMAD1
ENSG00000170365	4	145482805	SMAD1
ENSG00000170365	4	145482811	SMAD1
ENSG00000221869	8	47739086	CEBPD
ENSG00000074657	18	58862600	ZNF532
ENSG00000074657	18	58862948	ZNF532
ENSG00000074657	18	58863613	ZNF532
ENSG00000074657	18	58864091	ZNF532
ENSG00000074657	18	58864624	ZNF532
ENSG00000146592	7	28299321	CREB5
ENSG00000146592	7	28412525	CREB5
ENSG00000146592	7	28435615	CREB5
ENSG00000146592	7	28491130	CREB5
ENSG00000146592	7	28685981	CREB5
ENSG00000127081	9	92878008	ZNF484
ENSG00000127081	9	92878022	ZNF484
ENSG00000127081	9	92878038	ZNF484
ENSG00000196092	9	37034185	PAX5
ENSG00000196092	9	37034041	PAX5
ENSG00000196092	9	37034031	PAX5
ENSG00000203883	20	64049641	SOX18
ENSG00000174279	2	176083913	EVX2
ENSG00000128714	2	176092891	HOXD13
ENSG00000275746	CHR_HSCHR15_4_CTG8	31478417	KLF13
ENSG00000283034	CHR_HG2066_PATCH	44477670	ZNF445
ENSG00000283034	CHR_HG2066_PATCH	44455700	ZNF445
ENSG00000281626	CHR_HG2066_PATCH	44510636	ZNF852
ENSG00000281894	CHR_HG2066_PATCH	44555193	ZKSCAN7
ENSG00000281894	CHR_HG2066_PATCH	44555203	ZKSCAN7
ENSG00000281894	CHR_HG2066_PATCH	44555208	ZKSCAN7
ENSG00000281894	CHR_HG2066_PATCH	44555229	ZKSCAN7
ENSG00000280661	CHR_HG2066_PATCH	44584964	ZNF660
ENSG00000281709	CHR_HG2066_PATCH	44584888	ZNF197
ENSG00000281709	CHR_HG2066_PATCH	44625019	ZNF197
ENSG00000281709	CHR_HG2066_PATCH	44625040	ZNF197
ENSG00000281709	CHR_HG2066_PATCH	44625049	ZNF197
ENSG00000281709	CHR_HG2066_PATCH	44625095	ZNF197
ENSG00000281709	CHR_HG2066_PATCH	44628988	ZNF197
ENSG00000281306	CHR_HG2066_PATCH	44648727	ZNF35
ENSG00000281448	CHR_HG2066_PATCH	44712639	ZNF502
ENSG00000281448	CHR_HG2066_PATCH	44712642	ZNF502
ENSG00000281661	CHR_HG2066_PATCH	44729592	ZNF501
ENSG00000281661	CHR_HG2066_PATCH	44729602	ZNF501
ENSG00000281518	CHR_HG986_PATCH	41361660	FOXO6
ENSG00000280774	CHR_HG2021_PATCH	39776595	LEUTX
ENSG00000281526	CHR_HG2021_PATCH	40012343	ZNF546
ENSG00000281277	CHR_HG2217_PATCH	118971707	FOXR1
ENSG00000281277	CHR_HG2217_PATCH	118971712	FOXR1
ENSG00000281178	CHR_HG2247_PATCH	122078722	MLXIP
ENSG00000281178	CHR_HG2247_PATCH	122126571	MLXIP
ENSG00000281178	CHR_HG2247_PATCH	122131216	MLXIP
ENSG00000281178	CHR_HG2247_PATCH	122131989	MLXIP
ENSG00000281178	CHR_HG2247_PATCH	122133012	MLXIP
ENSG00000281178	CHR_HG2247_PATCH	122134319	MLXIP
ENSG00000283949	CHR_HG2023_PATCH	190107292	DUX4
ENSG00000283847	CHR_HG2266_PATCH	107168961	HBP1
ENSG00000283847	CHR_HG2266_PATCH	107169015	HBP1
ENSG00000283847	CHR_HG2266_PATCH	107169773	HBP1
ENSG00000283868	CHR_HG2046_PATCH	7479625	ZBTB4
ENSG00000283868	CHR_HG2046_PATCH	7484263	ZBTB4
ENSG00000285109	CHR_HG76_PATCH	8248612	GATA4
ENSG00000285109	CHR_HG76_PATCH	8244583	GATA4
ENSG00000285438	CHR_HG76_PATCH	9221396	SOX7
ENSG00000284774	CHR_HG2419_PATCH	144291598	HSF1
ENSG00000285493	CHR_HG1_PATCH	24084624	NRL
ENSG00000285493	CHR_HG1_PATCH	24115013	NRL
ENSG00000285493	CHR_HG1_PATCH	24095129	NRL
ENSG00000285493	CHR_HG1_PATCH	24081985	NRL
ENSG00000285493	CHR_HG1_PATCH	24081927	NRL
ENSG00000285048	CHR_HG1_PATCH	24161052	IRF9
ENSG00000285485	CHR_HG1_PATCH	24366910	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24366938	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24367259	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24367363	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24367467	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24367501	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24368019	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24368199	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24368340	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24369081	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24369152	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24369166	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24372814	NFATC4
ENSG00000285485	CHR_HG1_PATCH	24374122	NFATC4
ENSG00000283009	CHR_HSCHR1_4_CTG3	23376906	ZNF436
ENSG00000283009	CHR_HSCHR1_4_CTG3	23375850	ZNF436
ENSG00000282899	CHR_HSCHR1_4_CTG3	23538684	E2F2
ENSG00000283060	CHR_HSCHR1_4_CTG3	23567258	ID3
ENSG00000280467	CHR_HSCHR22_4_CTG1	42203295	TCF20
ENSG00000280467	CHR_HSCHR22_4_CTG1	42203293	TCF20
ENSG00000281897	CHR_HSCHR22_5_CTG1	42229127	TCF20
ENSG00000281897	CHR_HSCHR22_5_CTG1	42229125	TCF20
ENSG00000283026	CHR_HSCHR22_6_CTG1	42212893	TCF20
ENSG00000283026	CHR_HSCHR22_6_CTG1	42212891	TCF20
ENSG00000282892	CHR_HSCHR22_7_CTG1	42242826	TCF20
ENSG00000282892	CHR_HSCHR22_7_CTG1	42242824	TCF20
ENSG00000283681	CHR_HSCHR22_8_CTG1	42229104	TCF20
ENSG00000283681	CHR_HSCHR22_8_CTG1	42229102	TCF20
ENSG00000285178	CHR_HSCHR16_5_CTG3_1	75148492	ZFP1
ENSG00000285178	CHR_HSCHR16_5_CTG3_1	75148582	ZFP1
